hour,datetime,date,hour_of_day,day_of_week,load_MW,pv_MW,wind_MW,RES_tot_MW,net_load_MW,import_price_EUR_MWh,export_price_EUR_MWh,cf045_import_MW,cf045_export_MW,cf045_DG_MW,cf045_ELY_MW,cf045_FC_MW,cf045_H2_SOC_MWh,cf060_import_MW,cf060_export_MW,cf060_DG_MW,cf060_ELY_MW,cf060_FC_MW,cf060_H2_SOC_MWh
0,2022-01-01 00:00:00,2022-01-01,0,Saturday,3.86,0.0,0.49,0.49,3.37,468.68,170.28,3.37,0.0,0.0,0.0,0.0,0.0,3.37,0.0,0.0,0.0,0.0,0.0
1,2022-01-01 01:00:00,2022-01-01,1,Saturday,2.07,0.0,0.39,0.39,1.68,468.68,155.72,1.68,0.0,0.0,0.0,0.0,0.0,1.68,0.0,0.0,0.0,0.0,0.0
2,2022-01-01 02:00:00,2022-01-01,2,Saturday,2.82,0.0,0.28,0.28,2.54,468.68,147.09,2.53,0.0,0.0,0.0,0.0,0.0,2.53,0.0,0.0,0.0,0.0,0.0
3,2022-01-01 03:00:00,2022-01-01,3,Saturday,3.1,0.0,0.21,0.21,2.89,468.68,91.0,2.89,0.0,0.0,0.0,0.0,0.0,2.89,0.0,0.0,0.0,0.0,0.0
4,2022-01-01 04:00:00,2022-01-01,4,Saturday,3.67,0.0,0.17,0.17,3.5,468.68,104.0,3.5,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0
5,2022-01-01 05:00:00,2022-01-01,5,Saturday,4.32,0.0,0.17,0.17,4.15,468.68,140.6,4.16,0.0,0.0,0.0,0.0,0.0,4.16,0.0,0.0,0.0,0.0,0.0
6,2022-01-01 06:00:00,2022-01-01,6,Saturday,3.99,0.0,0.15,0.15,3.84,468.68,147.09,3.85,0.0,0.0,0.0,0.0,0.0,3.85,0.0,0.0,0.0,0.0,0.0
7,2022-01-01 07:00:00,2022-01-01,7,Saturday,5.99,0.0,0.1,0.1,5.89,468.68,99.99,5.88,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0
8,2022-01-01 08:00:00,2022-01-01,8,Saturday,6.11,0.08,0.06,0.14,5.97,468.68,67.99,5.98,0.0,0.0,0.0,0.0,0.0,5.98,0.0,0.0,0.0,0.0,0.0
9,2022-01-01 09:00:00,2022-01-01,9,Saturday,5.99,0.39,0.0,0.39,5.6,468.68,95.0,5.6,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0
10,2022-01-01 10:00:00,2022-01-01,10,Saturday,9.08,0.69,0.0,0.69,8.39,468.68,135.8,8.39,0.0,0.0,0.0,0.0,0.0,8.39,0.0,0.0,0.0,0.0,0.0
11,2022-01-01 11:00:00,2022-01-01,11,Saturday,6.47,0.96,0.0,0.96,5.51,468.68,150.7,5.5,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0
12,2022-01-01 12:00:00,2022-01-01,12,Saturday,9.82,0.99,0.0,0.99,8.83,468.68,155.72,8.83,0.0,0.0,0.0,0.0,0.0,8.83,0.0,0.0,0.0,0.0,0.0
13,2022-01-01 13:00:00,2022-01-01,13,Saturday,15.44,0.96,0.0,0.96,14.48,468.68,147.09,14.47,0.0,0.0,0.0,0.0,0.0,14.47,0.0,0.0,0.0,0.0,0.0
14,2022-01-01 14:00:00,2022-01-01,14,Saturday,16.05,0.7,0.0,0.7,15.35,468.68,100.0,15.35,0.0,0.0,0.0,0.0,0.0,15.35,0.0,0.0,0.0,0.0,0.0
15,2022-01-01 15:00:00,2022-01-01,15,Saturday,18.21,0.42,0.0,0.42,17.79,468.68,155.0,17.79,0.0,0.0,0.0,0.0,0.0,17.79,0.0,0.0,0.0,0.0,0.0
16,2022-01-01 16:00:00,2022-01-01,16,Saturday,11.79,0.07,0.0,0.07,11.72,468.68,169.78,11.72,0.0,0.0,0.0,0.0,0.0,11.72,0.0,0.0,0.0,0.0,0.0
17,2022-01-01 17:00:00,2022-01-01,17,Saturday,15.51,0.0,0.04,0.04,15.47,468.68,203.1,15.47,0.0,0.0,0.0,0.0,0.0,15.47,0.0,0.0,0.0,0.0,0.0
18,2022-01-01 18:00:00,2022-01-01,18,Saturday,10.75,0.0,0.13,0.13,10.62,468.68,205.83,10.62,0.0,0.0,0.0,0.0,0.0,10.62,0.0,0.0,0.0,0.0,0.0
19,2022-01-01 19:00:00,2022-01-01,19,Saturday,8.64,0.0,0.19,0.19,8.45,468.68,214.66,8.44,0.0,0.0,0.0,0.0,0.0,8.44,0.0,0.0,0.0,0.0,0.0
20,2022-01-01 20:00:00,2022-01-01,20,Saturday,9.99,0.0,0.13,0.13,9.86,468.68,214.66,9.85,0.0,0.0,0.0,0.0,0.0,9.85,0.0,0.0,0.0,0.0,0.0
21,2022-01-01 21:00:00,2022-01-01,21,Saturday,11.87,0.0,0.05,0.05,11.82,468.68,203.0,11.82,0.0,0.0,0.0,0.0,0.0,11.82,0.0,0.0,0.0,0.0,0.0
22,2022-01-01 22:00:00,2022-01-01,22,Saturday,10.67,0.0,0.03,0.03,10.64,468.68,180.0,10.64,0.0,0.0,0.0,0.0,0.0,10.64,0.0,0.0,0.0,0.0,0.0
23,2022-01-01 23:00:00,2022-01-01,23,Saturday,12.82,0.0,0.03,0.03,12.79,468.68,162.44,12.79,0.0,0.0,0.0,0.0,0.0,12.79,0.0,0.0,0.0,0.0,0.0
24,2022-01-02 00:00:00,2022-01-02,0,Sunday,8.99,0.0,0.06,0.06,8.93,468.68,151.13,8.93,0.0,0.0,0.0,0.0,0.0,8.93,0.0,0.0,0.0,0.0,0.0
25,2022-01-02 01:00:00,2022-01-02,1,Sunday,8.96,0.0,0.25,0.25,8.71,468.68,142.85,8.7,0.0,0.0,0.0,0.0,0.0,8.7,0.0,0.0,0.0,0.0,0.0
26,2022-01-02 02:00:00,2022-01-02,2,Sunday,5.46,0.0,0.37,0.37,5.09,468.68,140.6,5.09,0.0,0.0,0.0,0.0,0.0,5.09,0.0,0.0,0.0,0.0,0.0
27,2022-01-02 03:00:00,2022-01-02,3,Sunday,8.83,0.0,0.5,0.5,8.33,468.68,100.0,8.34,0.0,0.0,0.0,0.0,0.0,8.34,0.0,0.0,0.0,0.0,0.0
28,2022-01-02 04:00:00,2022-01-02,4,Sunday,6.84,0.0,0.92,0.92,5.92,468.68,140.6,5.92,0.0,0.0,0.0,0.0,0.0,5.92,0.0,0.0,0.0,0.0,0.0
29,2022-01-02 05:00:00,2022-01-02,5,Sunday,7.4,0.0,2.1,2.1,5.3,468.68,141.93,5.3,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0
30,2022-01-02 06:00:00,2022-01-02,6,Sunday,9.04,0.0,5.13,5.13,3.91,468.68,147.09,3.91,0.0,0.0,0.0,0.0,0.0,3.91,0.0,0.0,0.0,0.0,0.0
31,2022-01-02 07:00:00,2022-01-02,7,Sunday,10.72,0.0,7.18,7.18,3.54,468.68,153.78,3.53,0.0,0.0,0.0,0.0,0.0,3.53,0.0,0.0,0.0,0.0,0.0
32,2022-01-02 08:00:00,2022-01-02,8,Sunday,9.87,0.1,10.04,10.14,-0.27,468.68,152.59,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0
33,2022-01-02 09:00:00,2022-01-02,9,Sunday,14.95,0.58,9.86,10.44,4.51,468.68,155.72,4.51,0.0,0.0,0.0,0.0,0.0,4.51,0.0,0.0,0.0,0.0,0.0
34,2022-01-02 10:00:00,2022-01-02,10,Sunday,9.29,1.04,9.53,10.57,-1.28,468.68,167.98,0.0,0.0,0.0,1.28,0.0,0.9,0.0,0.0,0.0,1.28,0.0,0.9
35,2022-01-02 11:00:00,2022-01-02,11,Sunday,17.26,1.36,9.68,11.04,6.22,468.68,175.08,6.22,0.0,0.0,0.0,0.0,0.9,6.22,0.0,0.0,0.0,0.0,0.9
36,2022-01-02 12:00:00,2022-01-02,12,Sunday,17.25,1.55,9.94,11.49,5.76,468.68,189.58,5.76,0.0,0.0,0.0,0.0,0.9,5.76,0.0,0.0,0.0,0.0,0.9
37,2022-01-02 13:00:00,2022-01-02,13,Sunday,16.08,1.44,9.85,11.29,4.79,468.68,169.69,4.8,0.0,0.0,0.0,0.0,0.9,4.8,0.0,0.0,0.0,0.0,0.9
38,2022-01-02 14:00:00,2022-01-02,14,Sunday,14.34,1.13,9.56,10.69,3.65,468.68,155.72,3.65,0.0,0.0,0.0,0.0,0.9,3.65,0.0,0.0,0.0,0.0,0.9
39,2022-01-02 15:00:00,2022-01-02,15,Sunday,16.41,0.65,9.05,9.7,6.71,468.68,167.75,6.7,0.0,0.0,0.0,0.0,0.9,6.7,0.0,0.0,0.0,0.0,0.9
40,2022-01-02 16:00:00,2022-01-02,16,Sunday,14.85,0.12,8.47,8.59,6.26,468.68,194.21,6.26,0.0,0.0,0.0,0.0,0.9,6.26,0.0,0.0,0.0,0.0,0.9
41,2022-01-02 17:00:00,2022-01-02,17,Sunday,13.45,0.0,8.37,8.37,5.08,468.68,245.0,5.08,0.0,0.0,0.0,0.0,0.9,5.08,0.0,0.0,0.0,0.0,0.9
42,2022-01-02 18:00:00,2022-01-02,18,Sunday,8.23,0.0,9.38,9.38,-1.15,468.68,225.19,0.0,0.0,0.0,1.15,0.0,1.7,0.0,0.0,0.0,1.15,0.0,1.7
43,2022-01-02 19:00:00,2022-01-02,19,Sunday,8.66,0.0,9.95,9.95,-1.29,468.68,216.29,0.0,0.0,0.0,1.29,0.0,2.61,0.0,0.0,0.0,1.29,0.0,2.61
44,2022-01-02 20:00:00,2022-01-02,20,Sunday,8.9,0.0,9.02,9.02,-0.12,468.68,202.67,0.0,0.12,0.0,0.0,0.0,2.61,0.0,0.12,0.0,0.0,0.0,2.61
45,2022-01-02 21:00:00,2022-01-02,21,Sunday,9.21,0.0,8.47,8.47,0.74,468.68,178.41,0.74,0.0,0.0,0.0,0.0,2.61,0.74,0.0,0.0,0.0,0.0,2.61
46,2022-01-02 22:00:00,2022-01-02,22,Sunday,11.85,0.0,8.92,8.92,2.93,468.68,154.44,2.93,0.0,0.0,0.0,0.0,2.61,2.93,0.0,0.0,0.0,0.0,2.61
47,2022-01-02 23:00:00,2022-01-02,23,Sunday,11.34,0.0,8.87,8.87,2.47,468.68,144.79,2.47,0.0,0.0,0.0,0.0,2.61,2.47,0.0,0.0,0.0,0.0,2.61
48,2022-01-03 00:00:00,2022-01-03,0,Monday,8.94,0.0,8.26,8.26,0.68,468.68,127.0,0.68,0.0,0.0,0.0,0.0,2.61,0.68,0.0,0.0,0.0,0.0,2.61
49,2022-01-03 01:00:00,2022-01-03,1,Monday,6.6,0.0,7.36,7.36,-0.76,468.68,127.0,0.0,0.0,0.0,0.76,0.0,3.14,0.0,0.0,0.0,0.76,0.0,3.14
50,2022-01-03 02:00:00,2022-01-03,2,Monday,7.03,0.0,5.71,5.71,1.32,468.68,84.62,1.32,0.0,0.0,0.0,0.0,3.14,1.32,0.0,0.0,0.0,0.0,3.14
51,2022-01-03 03:00:00,2022-01-03,3,Monday,7.61,0.0,3.73,3.73,3.88,468.68,83.27,3.88,0.0,0.0,0.0,0.0,3.14,3.88,0.0,0.0,0.0,0.0,3.14
52,2022-01-03 04:00:00,2022-01-03,4,Monday,6.98,0.0,2.51,2.51,4.47,468.68,85.0,4.47,0.0,0.0,0.0,0.0,3.14,4.47,0.0,0.0,0.0,0.0,3.14
53,2022-01-03 05:00:00,2022-01-03,5,Monday,12.42,0.0,2.26,2.26,10.16,468.68,84.5,10.16,0.0,0.0,0.0,0.0,3.14,10.16,0.0,0.0,0.0,0.0,3.14
54,2022-01-03 06:00:00,2022-01-03,6,Monday,8.3,0.0,2.13,2.13,6.17,468.68,164.46,6.17,0.0,0.0,0.0,0.0,3.14,6.17,0.0,0.0,0.0,0.0,3.14
55,2022-01-03 07:00:00,2022-01-03,7,Monday,10.29,0.0,2.05,2.05,8.24,548.58,202.03,8.24,0.0,0.0,0.0,0.0,3.14,8.24,0.0,0.0,0.0,0.0,3.14
56,2022-01-03 08:00:00,2022-01-03,8,Monday,12.36,0.1,1.91,2.01,10.35,532.76,212.0,10.34,0.0,0.0,0.0,0.0,3.14,10.34,0.0,0.0,0.0,0.0,3.14
57,2022-01-03 09:00:00,2022-01-03,9,Monday,13.41,0.65,1.27,1.92,11.49,532.76,232.0,11.49,0.0,0.0,0.0,0.0,3.14,11.49,0.0,0.0,0.0,0.0,3.14
58,2022-01-03 10:00:00,2022-01-03,10,Monday,12.35,1.15,1.59,2.74,9.61,532.76,239.51,9.61,0.0,0.0,0.0,0.0,3.14,9.61,0.0,0.0,0.0,0.0,3.14
59,2022-01-03 11:00:00,2022-01-03,11,Monday,14.34,1.47,1.75,3.22,11.12,532.76,212.22,11.12,0.0,0.0,0.0,0.0,3.14,11.12,0.0,0.0,0.0,0.0,3.14
60,2022-01-03 12:00:00,2022-01-03,12,Monday,17.66,1.5,1.44,2.94,14.72,532.76,202.03,14.72,0.0,0.0,0.0,0.0,3.14,14.72,0.0,0.0,0.0,0.0,3.14
61,2022-01-03 13:00:00,2022-01-03,13,Monday,12.8,1.29,1.38,2.67,10.13,532.76,199.89,10.13,0.0,0.0,0.0,0.0,3.14,10.13,0.0,0.0,0.0,0.0,3.14
62,2022-01-03 14:00:00,2022-01-03,14,Monday,15.44,0.98,1.25,2.23,13.21,532.76,207.16,13.21,0.0,0.0,0.0,0.0,3.14,13.21,0.0,0.0,0.0,0.0,3.14
63,2022-01-03 15:00:00,2022-01-03,15,Monday,14.44,0.62,1.08,1.7,12.74,532.76,265.0,12.73,0.0,0.0,0.0,0.0,3.14,12.73,0.0,0.0,0.0,0.0,3.14
64,2022-01-03 16:00:00,2022-01-03,16,Monday,11.2,0.12,1.17,1.29,9.91,532.76,270.0,9.91,0.0,0.0,0.0,0.0,3.14,9.91,0.0,0.0,0.0,0.0,3.14
65,2022-01-03 17:00:00,2022-01-03,17,Monday,16.25,0.0,1.39,1.39,14.86,532.76,300.0,14.86,0.0,0.0,0.0,0.0,3.14,14.86,0.0,0.0,0.0,0.0,3.14
66,2022-01-03 18:00:00,2022-01-03,18,Monday,9.55,0.0,1.71,1.71,7.84,532.76,305.27,7.84,0.0,0.0,0.0,0.0,3.14,7.84,0.0,0.0,0.0,0.0,3.14
67,2022-01-03 19:00:00,2022-01-03,19,Monday,11.55,0.0,2.25,2.25,9.3,548.58,282.08,9.3,0.0,0.0,0.0,0.0,3.14,9.3,0.0,0.0,0.0,0.0,3.14
68,2022-01-03 20:00:00,2022-01-03,20,Monday,12.15,0.0,2.5,2.5,9.65,548.58,232.3,9.65,0.0,0.0,0.0,0.0,3.14,9.65,0.0,0.0,0.0,0.0,3.14
69,2022-01-03 21:00:00,2022-01-03,21,Monday,7.71,0.0,2.41,2.41,5.3,548.58,199.08,5.29,0.0,0.0,0.0,0.0,3.14,5.29,0.0,0.0,0.0,0.0,3.14
70,2022-01-03 22:00:00,2022-01-03,22,Monday,11.64,0.0,2.01,2.01,9.63,548.58,170.0,9.63,0.0,0.0,0.0,0.0,3.14,9.63,0.0,0.0,0.0,0.0,3.14
71,2022-01-03 23:00:00,2022-01-03,23,Monday,9.58,0.0,1.49,1.49,8.09,468.68,161.01,8.09,0.0,0.0,0.0,0.0,3.14,8.09,0.0,0.0,0.0,0.0,3.14
72,2022-01-04 00:00:00,2022-01-04,0,Tuesday,9.49,0.0,0.99,0.99,8.5,468.68,150.55,8.49,0.0,0.0,0.0,0.0,3.14,8.49,0.0,0.0,0.0,0.0,3.14
73,2022-01-04 01:00:00,2022-01-04,1,Tuesday,7.37,0.0,0.71,0.71,6.66,468.68,140.6,6.66,0.0,0.0,0.0,0.0,3.14,6.66,0.0,0.0,0.0,0.0,3.14
74,2022-01-04 02:00:00,2022-01-04,2,Tuesday,6.55,0.0,0.68,0.68,5.87,468.68,113.29,5.87,0.0,0.0,0.0,0.0,3.14,5.87,0.0,0.0,0.0,0.0,3.14
75,2022-01-04 03:00:00,2022-01-04,3,Tuesday,5.0,0.0,0.73,0.73,4.27,468.68,105.81,4.26,0.0,0.0,0.0,0.0,3.14,4.26,0.0,0.0,0.0,0.0,3.14
76,2022-01-04 04:00:00,2022-01-04,4,Tuesday,8.81,0.0,0.81,0.81,8.0,468.68,105.0,8.0,0.0,0.0,0.0,0.0,3.14,8.0,0.0,0.0,0.0,0.0,3.14
77,2022-01-04 05:00:00,2022-01-04,5,Tuesday,9.1,0.0,0.97,0.97,8.13,468.68,120.0,8.13,0.0,0.0,0.0,0.0,3.14,8.13,0.0,0.0,0.0,0.0,3.14
78,2022-01-04 06:00:00,2022-01-04,6,Tuesday,11.03,0.0,1.14,1.14,9.89,468.68,156.91,9.89,0.0,0.0,0.0,0.0,3.14,9.89,0.0,0.0,0.0,0.0,3.14
79,2022-01-04 07:00:00,2022-01-04,7,Tuesday,9.85,0.0,1.22,1.22,8.63,548.58,182.64,8.63,0.0,0.0,0.0,0.0,3.14,8.63,0.0,0.0,0.0,0.0,3.14
80,2022-01-04 08:00:00,2022-01-04,8,Tuesday,9.48,0.08,1.14,1.22,8.26,532.76,200.0,8.26,0.0,0.0,0.0,0.0,3.14,8.26,0.0,0.0,0.0,0.0,3.14
81,2022-01-04 09:00:00,2022-01-04,9,Tuesday,15.61,0.5,0.77,1.27,14.34,532.76,192.8,14.34,0.0,0.0,0.0,0.0,3.14,14.34,0.0,0.0,0.0,0.0,3.14
82,2022-01-04 10:00:00,2022-01-04,10,Tuesday,12.08,1.0,0.63,1.63,10.45,532.76,189.88,10.45,0.0,0.0,0.0,0.0,3.14,10.45,0.0,0.0,0.0,0.0,3.14
83,2022-01-04 11:00:00,2022-01-04,11,Tuesday,16.76,1.3,0.65,1.95,14.81,532.76,182.42,14.8,0.0,0.0,0.0,0.0,3.14,14.8,0.0,0.0,0.0,0.0,3.14
84,2022-01-04 12:00:00,2022-01-04,12,Tuesday,17.36,1.48,0.75,2.23,15.13,532.76,182.46,15.14,0.0,0.0,0.0,0.0,3.14,15.14,0.0,0.0,0.0,0.0,3.14
85,2022-01-04 13:00:00,2022-01-04,13,Tuesday,14.61,1.25,0.74,1.99,12.62,532.76,179.59,12.62,0.0,0.0,0.0,0.0,3.14,12.62,0.0,0.0,0.0,0.0,3.14
86,2022-01-04 14:00:00,2022-01-04,14,Tuesday,14.55,0.84,0.56,1.4,13.15,532.76,179.0,13.14,0.0,0.0,0.0,0.0,3.14,13.14,0.0,0.0,0.0,0.0,3.14
87,2022-01-04 15:00:00,2022-01-04,15,Tuesday,14.83,0.45,0.44,0.89,13.94,532.76,180.93,13.94,0.0,0.0,0.0,0.0,3.14,13.94,0.0,0.0,0.0,0.0,3.14
88,2022-01-04 16:00:00,2022-01-04,16,Tuesday,11.88,0.08,0.31,0.39,11.49,532.76,192.27,11.48,0.0,0.0,0.0,0.0,3.14,11.48,0.0,0.0,0.0,0.0,3.14
89,2022-01-04 17:00:00,2022-01-04,17,Tuesday,14.21,0.0,0.21,0.21,14.0,532.76,201.21,14.0,0.0,0.0,0.0,0.0,3.14,14.0,0.0,0.0,0.0,0.0,3.14
90,2022-01-04 18:00:00,2022-01-04,18,Tuesday,10.14,0.0,0.07,0.07,10.07,532.76,202.75,10.07,0.0,0.0,0.0,0.0,3.14,10.07,0.0,0.0,0.0,0.0,3.14
91,2022-01-04 19:00:00,2022-01-04,19,Tuesday,10.79,0.0,0.02,0.02,10.77,548.58,193.56,10.76,0.0,0.0,0.0,0.0,3.14,10.76,0.0,0.0,0.0,0.0,3.14
92,2022-01-04 20:00:00,2022-01-04,20,Tuesday,9.96,0.0,0.0,0.0,9.96,548.58,170.84,9.96,0.0,0.0,0.0,0.0,3.14,9.96,0.0,0.0,0.0,0.0,3.14
93,2022-01-04 21:00:00,2022-01-04,21,Tuesday,11.77,0.0,0.0,0.0,11.77,548.58,161.3,11.77,0.0,0.0,0.0,0.0,3.14,11.77,0.0,0.0,0.0,0.0,3.14
94,2022-01-04 22:00:00,2022-01-04,22,Tuesday,10.99,0.0,0.0,0.0,10.99,548.58,156.8,10.99,0.0,0.0,0.0,0.0,3.14,10.99,0.0,0.0,0.0,0.0,3.14
95,2022-01-04 23:00:00,2022-01-04,23,Tuesday,13.28,0.0,0.0,0.0,13.28,468.68,145.6,13.28,0.0,0.0,0.0,0.0,3.14,13.28,0.0,0.0,0.0,0.0,3.14
96,2022-01-05 00:00:00,2022-01-05,0,Wednesday,7.45,0.0,0.0,0.0,7.45,468.68,142.6,7.45,0.0,0.0,0.0,0.0,3.14,7.45,0.0,0.0,0.0,0.0,3.14
97,2022-01-05 01:00:00,2022-01-05,1,Wednesday,9.66,0.0,0.01,0.01,9.65,468.68,105.1,9.64,0.0,0.0,0.0,0.0,3.14,9.64,0.0,0.0,0.0,0.0,3.14
98,2022-01-05 02:00:00,2022-01-05,2,Wednesday,6.06,0.0,0.03,0.03,6.03,468.68,84.5,6.03,0.0,0.0,0.0,0.0,3.14,6.03,0.0,0.0,0.0,0.0,3.14
99,2022-01-05 03:00:00,2022-01-05,3,Wednesday,5.28,0.0,0.06,0.06,5.22,468.68,75.38,5.23,0.0,0.0,0.0,0.0,3.14,5.23,0.0,0.0,0.0,0.0,3.14
100,2022-01-05 04:00:00,2022-01-05,4,Wednesday,7.97,0.0,0.11,0.11,7.86,468.68,79.11,7.86,0.0,0.0,0.0,0.0,3.14,7.86,0.0,0.0,0.0,0.0,3.14
101,2022-01-05 05:00:00,2022-01-05,5,Wednesday,6.95,0.0,0.07,0.07,6.88,468.68,94.79,6.88,0.0,0.0,0.0,0.0,3.14,6.88,0.0,0.0,0.0,0.0,3.14
102,2022-01-05 06:00:00,2022-01-05,6,Wednesday,6.93,0.0,0.05,0.05,6.88,468.68,181.41,6.88,0.0,0.0,0.0,0.0,3.14,6.88,0.0,0.0,0.0,0.0,3.14
103,2022-01-05 07:00:00,2022-01-05,7,Wednesday,11.22,0.0,0.05,0.05,11.17,548.58,215.98,10.0,0.0,0.0,0.0,1.17,1.19,11.16,0.0,0.0,0.0,0.0,3.14
104,2022-01-05 08:00:00,2022-01-05,8,Wednesday,4.72,0.08,0.06,0.14,4.58,532.76,218.95,4.59,0.0,0.0,0.0,0.0,1.19,4.59,0.0,0.0,0.0,0.0,3.14
105,2022-01-05 09:00:00,2022-01-05,9,Wednesday,9.46,0.5,0.06,0.56,8.9,532.76,226.52,8.89,0.0,0.0,0.0,0.0,1.19,8.89,0.0,0.0,0.0,0.0,3.14
106,2022-01-05 10:00:00,2022-01-05,10,Wednesday,5.84,0.94,0.05,0.99,4.85,532.76,224.45,4.85,0.0,0.0,0.0,0.0,1.19,4.85,0.0,0.0,0.0,0.0,3.14
107,2022-01-05 11:00:00,2022-01-05,11,Wednesday,6.74,1.37,0.03,1.4,5.34,532.76,217.92,5.34,0.0,0.0,0.0,0.0,1.19,5.34,0.0,0.0,0.0,0.0,3.14
108,2022-01-05 12:00:00,2022-01-05,12,Wednesday,4.11,1.47,0.01,1.48,2.63,532.76,205.0,2.62,0.0,0.0,0.0,0.0,1.19,2.62,0.0,0.0,0.0,0.0,3.14
109,2022-01-05 13:00:00,2022-01-05,13,Wednesday,2.91,1.4,0.01,1.41,1.5,532.76,214.9,1.5,0.0,0.0,0.0,0.0,1.19,1.5,0.0,0.0,0.0,0.0,3.14
110,2022-01-05 14:00:00,2022-01-05,14,Wednesday,2.76,1.1,0.04,1.14,1.62,532.76,217.92,1.62,0.0,0.0,0.0,0.0,1.19,1.62,0.0,0.0,0.0,0.0,3.14
111,2022-01-05 15:00:00,2022-01-05,15,Wednesday,5.64,0.63,0.1,0.73,4.91,532.76,226.52,4.91,0.0,0.0,0.0,0.0,1.19,4.91,0.0,0.0,0.0,0.0,3.14
112,2022-01-05 16:00:00,2022-01-05,16,Wednesday,8.18,0.13,0.27,0.4,7.78,532.76,226.52,7.79,0.0,0.0,0.0,0.0,1.19,7.79,0.0,0.0,0.0,0.0,3.14
113,2022-01-05 17:00:00,2022-01-05,17,Wednesday,6.33,0.0,0.38,0.38,5.95,532.76,265.0,5.95,0.0,0.0,0.0,0.0,1.19,5.95,0.0,0.0,0.0,0.0,3.14
114,2022-01-05 18:00:00,2022-01-05,18,Wednesday,6.98,0.0,0.72,0.72,6.26,532.76,265.0,6.26,0.0,0.0,0.0,0.0,1.19,4.38,0.0,0.0,0.0,1.88,0.0
115,2022-01-05 19:00:00,2022-01-05,19,Wednesday,2.17,0.0,1.43,1.43,0.74,548.58,265.0,0.74,0.0,0.0,0.0,0.0,1.19,0.74,0.0,0.0,0.0,0.0,0.0
116,2022-01-05 20:00:00,2022-01-05,20,Wednesday,2.37,0.0,2.73,2.73,-0.36,548.58,241.93,0.0,0.36,0.0,0.0,0.0,1.19,0.0,0.36,0.0,0.0,0.0,0.0
117,2022-01-05 21:00:00,2022-01-05,21,Wednesday,4.54,0.0,3.7,3.7,0.84,548.58,218.95,0.84,0.0,0.0,0.0,0.0,1.19,0.84,0.0,0.0,0.0,0.0,0.0
118,2022-01-05 22:00:00,2022-01-05,22,Wednesday,4.54,0.0,3.49,3.49,1.05,548.58,207.46,0.34,0.0,0.0,0.0,0.72,0.0,1.05,0.0,0.0,0.0,0.0,0.0
119,2022-01-05 23:00:00,2022-01-05,23,Wednesday,4.05,0.0,3.44,3.44,0.61,468.68,200.0,0.61,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0
120,2022-01-06 00:00:00,2022-01-06,0,Thursday,3.49,0.0,3.37,3.37,0.12,468.68,207.15,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0
121,2022-01-06 01:00:00,2022-01-06,1,Thursday,4.76,0.0,3.25,3.25,1.51,468.68,195.0,1.51,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0
122,2022-01-06 02:00:00,2022-01-06,2,Thursday,4.43,0.0,3.15,3.15,1.28,468.68,190.75,1.28,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,0.0,0.0
123,2022-01-06 03:00:00,2022-01-06,3,Thursday,4.33,0.0,2.95,2.95,1.38,468.68,180.7,1.38,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0
124,2022-01-06 04:00:00,2022-01-06,4,Thursday,4.86,0.0,2.83,2.83,2.03,468.68,170.1,2.03,0.0,0.0,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0
125,2022-01-06 05:00:00,2022-01-06,5,Thursday,5.57,0.0,2.76,2.76,2.81,468.68,194.38,2.81,0.0,0.0,0.0,0.0,0.0,2.81,0.0,0.0,0.0,0.0,0.0
126,2022-01-06 06:00:00,2022-01-06,6,Thursday,7.77,0.0,2.76,2.76,5.01,468.68,204.22,5.02,0.0,0.0,0.0,0.0,0.0,5.02,0.0,0.0,0.0,0.0,0.0
127,2022-01-06 07:00:00,2022-01-06,7,Thursday,6.59,0.0,2.99,2.99,3.6,468.68,228.25,3.6,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0
128,2022-01-06 08:00:00,2022-01-06,8,Thursday,11.56,0.11,3.16,3.27,8.29,468.68,236.23,8.3,0.0,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0
129,2022-01-06 09:00:00,2022-01-06,9,Thursday,9.17,0.6,2.67,3.27,5.9,468.68,247.1,5.91,0.0,0.0,0.0,0.0,0.0,5.91,0.0,0.0,0.0,0.0,0.0
130,2022-01-06 10:00:00,2022-01-06,10,Thursday,10.66,1.11,2.16,3.27,7.39,468.68,245.24,7.39,0.0,0.0,0.0,0.0,0.0,7.39,0.0,0.0,0.0,0.0,0.0
