hour,Datetime,Load_MW,PV_MW,Wind_MW,Import_MW,Export_MW,DG_MW,ELY_MW,FC_MW,H2_SOC_MWh,Strategy
0,2022-01-01 00:00:00,3.86,0.00,0.49,3.37,0.00,0.00,0.00,0.00,0.00,IMPORT 3.4MW
1,2022-01-01 01:00:00,2.07,0.00,0.39,1.68,0.00,0.00,0.00,0.00,0.00,IMPORT 1.7MW
2,2022-01-01 02:00:00,2.82,0.00,0.28,2.53,0.00,0.00,0.00,0.00,0.00,IMPORT 2.5MW
3,2022-01-01 03:00:00,3.10,0.00,0.21,2.89,0.00,0.00,0.00,0.00,0.00,IMPORT 2.9MW
4,2022-01-01 04:00:00,3.67,0.00,0.17,3.50,0.00,0.00,0.00,0.00,0.00,IMPORT 3.5MW
5,2022-01-01 05:00:00,4.32,0.00,0.17,4.16,0.00,0.00,0.00,0.00,0.00,IMPORT 4.2MW
6,2022-01-01 06:00:00,3.99,0.00,0.15,3.85,0.00,0.00,0.00,0.00,0.00,IMPORT 3.8MW
7,2022-01-01 07:00:00,5.99,0.00,0.10,5.88,0.00,0.00,0.00,0.00,0.00,IMPORT 5.9MW
8,2022-01-01 08:00:00,6.11,0.08,0.06,5.98,0.00,0.00,0.00,0.00,0.00,IMPORT 6.0MW
9,2022-01-01 09:00:00,5.99,0.39,0.00,5.60,0.00,0.00,0.00,0.00,0.00,IMPORT 5.6MW
10,2022-01-01 10:00:00,9.08,0.69,0.00,8.39,0.00,0.00,0.00,0.00,0.00,IMPORT 8.4MW
11,2022-01-01 11:00:00,6.47,0.96,0.00,5.50,0.00,0.00,0.00,0.00,0.00,IMPORT 5.5MW
12,2022-01-01 12:00:00,9.82,0.99,0.00,8.83,0.00,0.00,0.00,0.00,0.00,IMPORT 8.8MW
13,2022-01-01 13:00:00,15.44,0.96,0.00,14.47,0.00,0.00,0.00,0.00,0.00,IMPORT 14.5MW
14,2022-01-01 14:00:00,16.05,0.70,0.00,15.35,0.00,0.00,0.00,0.00,0.00,IMPORT 15.3MW
15,2022-01-01 15:00:00,18.21,0.42,0.00,17.79,0.00,0.00,0.00,0.00,0.00,IMPORT 17.8MW
16,2022-01-01 16:00:00,11.79,0.07,0.00,11.72,0.00,0.00,0.00,0.00,0.00,IMPORT 11.7MW
17,2022-01-01 17:00:00,15.51,0.00,0.04,15.47,0.00,0.00,0.00,0.00,0.00,IMPORT 15.5MW
18,2022-01-01 18:00:00,10.75,0.00,0.13,10.62,0.00,0.00,0.00,0.00,0.00,IMPORT 10.6MW
19,2022-01-01 19:00:00,8.64,0.00,0.19,8.44,0.00,0.00,0.00,0.00,0.00,IMPORT 8.4MW
20,2022-01-01 20:00:00,9.99,0.00,0.13,9.85,0.00,0.00,0.00,0.00,0.00,IMPORT 9.9MW
21,2022-01-01 21:00:00,11.87,0.00,0.05,11.82,0.00,0.00,0.00,0.00,0.00,IMPORT 11.8MW
22,2022-01-01 22:00:00,10.67,0.00,0.03,10.64,0.00,0.00,0.00,0.00,0.00,IMPORT 10.6MW
23,2022-01-01 23:00:00,12.82,0.00,0.03,12.79,0.00,0.00,0.00,0.00,0.00,IMPORT 12.8MW
24,2022-01-02 00:00:00,8.99,0.00,0.06,8.93,0.00,0.00,0.00,0.00,0.00,IMPORT 8.9MW
25,2022-01-02 01:00:00,8.96,0.00,0.25,8.70,0.00,0.00,0.00,0.00,0.00,IMPORT 8.7MW
26,2022-01-02 02:00:00,5.46,0.00,0.37,5.09,0.00,0.00,0.00,0.00,0.00,IMPORT 5.1MW
27,2022-01-02 03:00:00,8.83,0.00,0.50,8.34,0.00,0.00,0.00,0.00,0.00,IMPORT 8.3MW
28,2022-01-02 04:00:00,6.84,0.00,0.92,5.92,0.00,0.00,0.00,0.00,0.00,IMPORT 5.9MW
29,2022-01-02 05:00:00,7.40,0.00,2.10,5.30,0.00,0.00,0.00,0.00,0.00,IMPORT 5.3MW
30,2022-01-02 06:00:00,9.04,0.00,5.13,3.91,0.00,0.00,0.00,0.00,0.00,IMPORT 3.9MW
31,2022-01-02 07:00:00,10.72,0.00,7.18,3.53,0.00,0.00,0.00,0.00,0.00,IMPORT 3.5MW
32,2022-01-02 08:00:00,9.87,0.10,10.04,0.00,0.27,0.00,0.00,0.00,0.00,EXPORT 0.3MW
33,2022-01-02 09:00:00,14.95,0.58,9.86,4.51,0.00,0.00,0.00,0.00,0.00,IMPORT 4.5MW
34,2022-01-02 10:00:00,9.29,1.04,9.53,0.00,0.00,0.00,1.28,0.00,0.90,ELY 1.3MW
35,2022-01-02 11:00:00,17.26,1.36,9.68,6.22,0.00,0.00,0.00,0.00,0.90,IMPORT 6.2MW
36,2022-01-02 12:00:00,17.25,1.55,9.94,5.76,0.00,0.00,0.00,0.00,0.90,IMPORT 5.8MW
37,2022-01-02 13:00:00,16.08,1.44,9.85,4.80,0.00,0.00,0.00,0.00,0.90,IMPORT 4.8MW
38,2022-01-02 14:00:00,14.34,1.13,9.56,3.65,0.00,0.00,0.00,0.00,0.90,IMPORT 3.6MW
39,2022-01-02 15:00:00,16.41,0.65,9.05,6.70,0.00,0.00,0.00,0.00,0.90,IMPORT 6.7MW
40,2022-01-02 16:00:00,14.85,0.12,8.47,6.26,0.00,0.00,0.00,0.00,0.90,IMPORT 6.3MW
41,2022-01-02 17:00:00,13.45,0.00,8.37,5.08,0.00,0.00,0.00,0.00,0.90,IMPORT 5.1MW
42,2022-01-02 18:00:00,8.23,0.00,9.38,0.00,0.00,0.00,1.15,0.00,1.70,ELY 1.2MW
43,2022-01-02 19:00:00,8.66,0.00,9.95,0.00,0.00,0.00,1.29,0.00,2.61,ELY 1.3MW
44,2022-01-02 20:00:00,8.90,0.00,9.02,0.00,0.12,0.00,0.00,0.00,2.61,EXPORT 0.1MW
45,2022-01-02 21:00:00,9.21,0.00,8.47,0.74,0.00,0.00,0.00,0.00,2.61,IMPORT 0.7MW
46,2022-01-02 22:00:00,11.85,0.00,8.92,2.93,0.00,0.00,0.00,0.00,2.61,IMPORT 2.9MW
47,2022-01-02 23:00:00,11.34,0.00,8.87,2.47,0.00,0.00,0.00,0.00,2.61,IMPORT 2.5MW
48,2022-01-03 00:00:00,8.94,0.00,8.26,0.68,0.00,0.00,0.00,0.00,2.61,IMPORT 0.7MW
49,2022-01-03 01:00:00,6.60,0.00,7.36,0.00,0.00,0.00,0.76,0.00,3.14,ELY 0.8MW
50,2022-01-03 02:00:00,7.03,0.00,5.71,1.32,0.00,0.00,0.00,0.00,3.14,IMPORT 1.3MW
51,2022-01-03 03:00:00,7.61,0.00,3.73,3.88,0.00,0.00,0.00,0.00,3.14,IMPORT 3.9MW
52,2022-01-03 04:00:00,6.98,0.00,2.51,4.47,0.00,0.00,0.00,0.00,3.14,IMPORT 4.5MW
53,2022-01-03 05:00:00,12.42,0.00,2.26,10.16,0.00,0.00,0.00,0.00,3.14,IMPORT 10.2MW
54,2022-01-03 06:00:00,8.30,0.00,2.13,6.17,0.00,0.00,0.00,0.00,3.14,IMPORT 6.2MW
55,2022-01-03 07:00:00,10.29,0.00,2.05,8.24,0.00,0.00,0.00,0.00,3.14,IMPORT 8.2MW
56,2022-01-03 08:00:00,12.36,0.10,1.91,10.34,0.00,0.00,0.00,0.00,3.14,IMPORT 10.3MW
57,2022-01-03 09:00:00,13.41,0.65,1.27,11.49,0.00,0.00,0.00,0.00,3.14,IMPORT 11.5MW
58,2022-01-03 10:00:00,12.35,1.15,1.59,9.61,0.00,0.00,0.00,0.00,3.14,IMPORT 9.6MW
59,2022-01-03 11:00:00,14.34,1.47,1.75,11.12,0.00,0.00,0.00,0.00,3.14,IMPORT 11.1MW
60,2022-01-03 12:00:00,17.66,1.50,1.44,14.72,0.00,0.00,0.00,0.00,3.14,IMPORT 14.7MW
61,2022-01-03 13:00:00,12.80,1.29,1.38,10.13,0.00,0.00,0.00,0.00,3.14,IMPORT 10.1MW
62,2022-01-03 14:00:00,15.44,0.98,1.25,13.21,0.00,0.00,0.00,0.00,3.14,IMPORT 13.2MW
63,2022-01-03 15:00:00,14.44,0.62,1.08,12.73,0.00,0.00,0.00,0.00,3.14,IMPORT 12.7MW
64,2022-01-03 16:00:00,11.20,0.12,1.17,9.91,0.00,0.00,0.00,0.00,3.14,IMPORT 9.9MW
65,2022-01-03 17:00:00,16.25,0.00,1.39,14.86,0.00,0.00,0.00,0.00,3.14,IMPORT 14.9MW
66,2022-01-03 18:00:00,9.55,0.00,1.71,7.84,0.00,0.00,0.00,0.00,3.14,IMPORT 7.8MW
67,2022-01-03 19:00:00,11.55,0.00,2.25,9.30,0.00,0.00,0.00,0.00,3.14,IMPORT 9.3MW
68,2022-01-03 20:00:00,12.15,0.00,2.50,9.65,0.00,0.00,0.00,0.00,3.14,IMPORT 9.6MW
69,2022-01-03 21:00:00,7.71,0.00,2.41,5.29,0.00,0.00,0.00,0.00,3.14,IMPORT 5.3MW
70,2022-01-03 22:00:00,11.64,0.00,2.01,9.63,0.00,0.00,0.00,0.00,3.14,IMPORT 9.6MW
71,2022-01-03 23:00:00,9.58,0.00,1.49,8.09,0.00,0.00,0.00,0.00,3.14,IMPORT 8.1MW
72,2022-01-04 00:00:00,9.49,0.00,0.99,8.49,0.00,0.00,0.00,0.00,3.14,IMPORT 8.5MW
73,2022-01-04 01:00:00,7.37,0.00,0.71,6.66,0.00,0.00,0.00,0.00,3.14,IMPORT 6.7MW
74,2022-01-04 02:00:00,6.55,0.00,0.68,5.87,0.00,0.00,0.00,0.00,3.14,IMPORT 5.9MW
75,2022-01-04 03:00:00,5.00,0.00,0.73,4.26,0.00,0.00,0.00,0.00,3.14,IMPORT 4.3MW
76,2022-01-04 04:00:00,8.81,0.00,0.81,8.00,0.00,0.00,0.00,0.00,3.14,IMPORT 8.0MW
77,2022-01-04 05:00:00,9.10,0.00,0.97,8.13,0.00,0.00,0.00,0.00,3.14,IMPORT 8.1MW
78,2022-01-04 06:00:00,11.03,0.00,1.14,9.89,0.00,0.00,0.00,0.00,3.14,IMPORT 9.9MW
79,2022-01-04 07:00:00,9.85,0.00,1.22,8.63,0.00,0.00,0.00,0.00,3.14,IMPORT 8.6MW
80,2022-01-04 08:00:00,9.48,0.08,1.14,8.26,0.00,0.00,0.00,0.00,3.14,IMPORT 8.3MW
81,2022-01-04 09:00:00,15.61,0.50,0.77,14.34,0.00,0.00,0.00,0.00,3.14,IMPORT 14.3MW
82,2022-01-04 10:00:00,12.08,1.00,0.63,10.45,0.00,0.00,0.00,0.00,3.14,IMPORT 10.5MW
83,2022-01-04 11:00:00,16.76,1.30,0.65,14.80,0.00,0.00,0.00,0.00,3.14,IMPORT 14.8MW
84,2022-01-04 12:00:00,17.36,1.48,0.75,15.14,0.00,0.00,0.00,0.00,3.14,IMPORT 15.1MW
85,2022-01-04 13:00:00,14.61,1.25,0.74,12.62,0.00,0.00,0.00,0.00,3.14,IMPORT 12.6MW
86,2022-01-04 14:00:00,14.55,0.84,0.56,13.14,0.00,0.00,0.00,0.00,3.14,IMPORT 13.1MW
87,2022-01-04 15:00:00,14.83,0.45,0.44,13.94,0.00,0.00,0.00,0.00,3.14,IMPORT 13.9MW
88,2022-01-04 16:00:00,11.88,0.08,0.31,11.48,0.00,0.00,0.00,0.00,3.14,IMPORT 11.5MW
89,2022-01-04 17:00:00,14.21,0.00,0.21,14.00,0.00,0.00,0.00,0.00,3.14,IMPORT 14.0MW
90,2022-01-04 18:00:00,10.14,0.00,0.07,10.07,0.00,0.00,0.00,0.00,3.14,IMPORT 10.1MW
91,2022-01-04 19:00:00,10.79,0.00,0.02,10.76,0.00,0.00,0.00,0.00,3.14,IMPORT 10.8MW
92,2022-01-04 20:00:00,9.96,0.00,0.00,9.96,0.00,0.00,0.00,0.00,3.14,IMPORT 10.0MW
93,2022-01-04 21:00:00,11.77,0.00,0.00,11.77,0.00,0.00,0.00,0.00,3.14,IMPORT 11.8MW
94,2022-01-04 22:00:00,10.99,0.00,0.00,10.99,0.00,0.00,0.00,0.00,3.14,IMPORT 11.0MW
95,2022-01-04 23:00:00,13.28,0.00,0.00,13.28,0.00,0.00,0.00,0.00,3.14,IMPORT 13.3MW
96,2022-01-05 00:00:00,7.45,0.00,0.00,7.45,0.00,0.00,0.00,0.00,3.14,IMPORT 7.4MW
97,2022-01-05 01:00:00,9.66,0.00,0.01,9.64,0.00,0.00,0.00,0.00,3.14,IMPORT 9.6MW
98,2022-01-05 02:00:00,6.06,0.00,0.03,6.03,0.00,0.00,0.00,0.00,3.14,IMPORT 6.0MW
99,2022-01-05 03:00:00,5.28,0.00,0.06,5.23,0.00,0.00,0.00,0.00,3.14,IMPORT 5.2MW
100,2022-01-05 04:00:00,7.97,0.00,0.11,7.86,0.00,0.00,0.00,0.00,3.14,IMPORT 7.9MW
101,2022-01-05 05:00:00,6.95,0.00,0.07,6.88,0.00,0.00,0.00,0.00,3.14,IMPORT 6.9MW
102,2022-01-05 06:00:00,6.93,0.00,0.05,6.88,0.00,0.00,0.00,0.00,3.14,IMPORT 6.9MW
103,2022-01-05 07:00:00,11.22,0.00,0.05,10.00,0.00,0.00,0.00,1.17,1.19,IMPORT 10.0MW + FC 1.2MW
104,2022-01-05 08:00:00,4.72,0.08,0.06,4.59,0.00,0.00,0.00,0.00,1.19,IMPORT 4.6MW
105,2022-01-05 09:00:00,9.46,0.50,0.06,8.89,0.00,0.00,0.00,0.00,1.19,IMPORT 8.9MW
106,2022-01-05 10:00:00,5.84,0.94,0.05,4.85,0.00,0.00,0.00,0.00,1.19,IMPORT 4.9MW
107,2022-01-05 11:00:00,6.74,1.37,0.03,5.34,0.00,0.00,0.00,0.00,1.19,IMPORT 5.3MW
108,2022-01-05 12:00:00,4.11,1.47,0.01,2.62,0.00,0.00,0.00,0.00,1.19,IMPORT 2.6MW
109,2022-01-05 13:00:00,2.91,1.40,0.01,1.50,0.00,0.00,0.00,0.00,1.19,IMPORT 1.5MW
110,2022-01-05 14:00:00,2.76,1.10,0.04,1.62,0.00,0.00,0.00,0.00,1.19,IMPORT 1.6MW
111,2022-01-05 15:00:00,5.64,0.63,0.10,4.91,0.00,0.00,0.00,0.00,1.19,IMPORT 4.9MW
112,2022-01-05 16:00:00,8.18,0.13,0.27,7.79,0.00,0.00,0.00,0.00,1.19,IMPORT 7.8MW
113,2022-01-05 17:00:00,6.33,0.00,0.38,5.95,0.00,0.00,0.00,0.00,1.19,IMPORT 5.9MW
114,2022-01-05 18:00:00,6.98,0.00,0.72,6.26,0.00,0.00,0.00,0.00,1.19,IMPORT 6.3MW
115,2022-01-05 19:00:00,2.17,0.00,1.43,0.74,0.00,0.00,0.00,0.00,1.19,IMPORT 0.7MW
116,2022-01-05 20:00:00,2.37,0.00,2.73,0.00,0.36,0.00,0.00,0.00,1.19,EXPORT 0.4MW
117,2022-01-05 21:00:00,4.54,0.00,3.70,0.84,0.00,0.00,0.00,0.00,1.19,IMPORT 0.8MW
118,2022-01-05 22:00:00,4.54,0.00,3.49,0.34,0.00,0.00,0.00,0.72,0.00,IMPORT 0.3MW + FC 0.7MW
119,2022-01-05 23:00:00,4.05,0.00,3.44,0.61,0.00,0.00,0.00,0.00,0.00,IMPORT 0.6MW
120,2022-01-06 00:00:00,3.49,0.00,3.37,0.12,0.00,0.00,0.00,0.00,0.00,IMPORT 0.1MW
121,2022-01-06 01:00:00,4.76,0.00,3.25,1.51,0.00,0.00,0.00,0.00,0.00,IMPORT 1.5MW
122,2022-01-06 02:00:00,4.43,0.00,3.15,1.28,0.00,0.00,0.00,0.00,0.00,IMPORT 1.3MW
123,2022-01-06 03:00:00,4.33,0.00,2.95,1.38,0.00,0.00,0.00,0.00,0.00,IMPORT 1.4MW
124,2022-01-06 04:00:00,4.86,0.00,2.83,2.03,0.00,0.00,0.00,0.00,0.00,IMPORT 2.0MW
125,2022-01-06 05:00:00,5.57,0.00,2.76,2.81,0.00,0.00,0.00,0.00,0.00,IMPORT 2.8MW
126,2022-01-06 06:00:00,7.77,0.00,2.76,5.02,0.00,0.00,0.00,0.00,0.00,IMPORT 5.0MW
127,2022-01-06 07:00:00,6.59,0.00,2.99,3.60,0.00,0.00,0.00,0.00,0.00,IMPORT 3.6MW
128,2022-01-06 08:00:00,11.56,0.11,3.16,8.30,0.00,0.00,0.00,0.00,0.00,IMPORT 8.3MW
129,2022-01-06 09:00:00,9.17,0.60,2.67,5.91,0.00,0.00,0.00,0.00,0.00,IMPORT 5.9MW
130,2022-01-06 10:00:00,10.66,1.11,2.16,7.39,0.00,0.00,0.00,0.00,0.00,IMPORT 7.4MW
131,2022-01-06 11:00:00,10.97,1.45,1.77,7.76,0.00,0.00,0.00,0.00,0.00,IMPORT 7.8MW
132,2022-01-06 12:00:00,13.70,1.56,1.71,10.44,0.00,0.00,0.00,0.00,0.00,IMPORT 10.4MW
133,2022-01-06 13:00:00,15.63,1.46,1.54,12.63,0.00,0.00,0.00,0.00,0.00,IMPORT 12.6MW
134,2022-01-06 14:00:00,11.98,1.15,1.45,9.38,0.00,0.00,0.00,0.00,0.00,IMPORT 9.4MW
135,2022-01-06 15:00:00,12.24,0.66,1.48,10.10,0.00,0.00,0.00,0.00,0.00,IMPORT 10.1MW
136,2022-01-06 16:00:00,11.55,0.14,1.77,9.65,0.00,0.00,0.00,0.00,0.00,IMPORT 9.7MW
137,2022-01-06 17:00:00,11.05,0.00,2.22,8.83,0.00,0.00,0.00,0.00,0.00,IMPORT 8.8MW
138,2022-01-06 18:00:00,11.04,0.00,2.50,8.54,0.00,0.00,0.00,0.00,0.00,IMPORT 8.5MW
139,2022-01-06 19:00:00,8.40,0.00,2.73,5.67,0.00,0.00,0.00,0.00,0.00,IMPORT 5.7MW
140,2022-01-06 20:00:00,9.07,0.00,2.61,6.46,0.00,0.00,0.00,0.00,0.00,IMPORT 6.5MW
141,2022-01-06 21:00:00,8.61,0.00,2.45,6.16,0.00,0.00,0.00,0.00,0.00,IMPORT 6.2MW
142,2022-01-06 22:00:00,9.43,0.00,2.29,7.14,0.00,0.00,0.00,0.00,0.00,IMPORT 7.1MW
143,2022-01-06 23:00:00,9.93,0.00,2.28,7.65,0.00,0.00,0.00,0.00,0.00,IMPORT 7.6MW
144,2022-01-07 00:00:00,5.43,0.00,2.15,3.29,0.00,0.00,0.00,0.00,0.00,IMPORT 3.3MW
145,2022-01-07 01:00:00,7.25,0.00,2.04,5.21,0.00,0.00,0.00,0.00,0.00,IMPORT 5.2MW
146,2022-01-07 02:00:00,5.55,0.00,1.84,3.70,0.00,0.00,0.00,0.00,0.00,IMPORT 3.7MW
147,2022-01-07 03:00:00,7.66,0.00,1.53,6.14,0.00,0.00,0.00,0.00,0.00,IMPORT 6.1MW
148,2022-01-07 04:00:00,7.72,0.00,1.37,6.35,0.00,0.00,0.00,0.00,0.00,IMPORT 6.4MW
149,2022-01-07 05:00:00,5.21,0.00,1.29,3.93,0.00,0.00,0.00,0.00,0.00,IMPORT 3.9MW
150,2022-01-07 06:00:00,7.62,0.00,1.09,6.52,0.00,0.00,0.00,0.00,0.00,IMPORT 6.5MW
151,2022-01-07 07:00:00,11.44,0.00,0.91,10.53,0.00,0.00,0.00,0.00,0.00,IMPORT 10.5MW
152,2022-01-07 08:00:00,7.34,0.11,0.81,6.42,0.00,0.00,0.00,0.00,0.00,IMPORT 6.4MW
153,2022-01-07 09:00:00,14.53,0.63,0.54,13.36,0.00,0.00,0.00,0.00,0.00,IMPORT 13.4MW
154,2022-01-07 10:00:00,9.84,1.11,0.20,8.54,0.00,0.00,0.00,0.00,0.00,IMPORT 8.5MW
155,2022-01-07 11:00:00,15.80,1.45,0.08,14.27,0.00,0.00,0.00,0.00,0.00,IMPORT 14.3MW
156,2022-01-07 12:00:00,13.30,1.51,0.03,11.76,0.00,0.00,0.00,0.00,0.00,IMPORT 11.8MW
157,2022-01-07 13:00:00,11.65,1.42,0.01,10.23,0.00,0.00,0.00,0.00,0.00,IMPORT 10.2MW
158,2022-01-07 14:00:00,13.00,1.10,0.00,11.90,0.00,0.00,0.00,0.00,0.00,IMPORT 11.9MW
159,2022-01-07 15:00:00,10.73,0.63,0.00,10.11,0.00,0.00,0.00,0.00,0.00,IMPORT 10.1MW
160,2022-01-07 16:00:00,14.35,0.13,0.00,14.22,0.00,0.00,0.00,0.00,0.00,IMPORT 14.2MW
161,2022-01-07 17:00:00,13.33,0.00,0.00,13.33,0.00,0.00,0.00,0.00,0.00,IMPORT 13.3MW
162,2022-01-07 18:00:00,9.10,0.00,0.00,9.10,0.00,0.00,0.00,0.00,0.00,IMPORT 9.1MW
163,2022-01-07 19:00:00,9.89,0.00,0.01,9.88,0.00,0.00,0.00,0.00,0.00,IMPORT 9.9MW
164,2022-01-07 20:00:00,11.28,0.00,0.04,11.25,0.00,0.00,0.00,0.00,0.00,IMPORT 11.2MW
165,2022-01-07 21:00:00,7.69,0.00,0.05,7.64,0.00,0.00,0.00,0.00,0.00,IMPORT 7.6MW
166,2022-01-07 22:00:00,9.26,0.00,0.05,9.21,0.00,0.00,0.00,0.00,0.00,IMPORT 9.2MW
167,2022-01-07 23:00:00,9.47,0.00,0.04,9.43,0.00,0.00,0.00,0.00,0.00,IMPORT 9.4MW
168,2022-01-08 00:00:00,5.86,0.00,0.04,5.82,0.00,0.00,0.00,0.00,0.00,IMPORT 5.8MW
169,2022-01-08 01:00:00,6.58,0.00,0.07,6.51,0.00,0.00,0.00,0.00,0.00,IMPORT 6.5MW
170,2022-01-08 02:00:00,4.73,0.00,0.18,4.54,0.00,0.00,0.00,0.00,0.00,IMPORT 4.5MW
171,2022-01-08 03:00:00,5.15,0.00,0.20,4.95,0.00,0.00,0.00,0.00,0.00,IMPORT 4.9MW
172,2022-01-08 04:00:00,5.75,0.00,0.09,5.66,0.00,0.00,0.00,0.00,0.00,IMPORT 5.7MW
173,2022-01-08 05:00:00,7.99,0.00,0.00,7.98,0.00,0.00,0.00,0.00,0.00,IMPORT 8.0MW
174,2022-01-08 06:00:00,7.88,0.00,0.00,7.88,0.00,0.00,0.00,0.00,0.00,IMPORT 7.9MW
175,2022-01-08 07:00:00,8.93,0.00,0.00,8.93,0.00,0.00,0.00,0.00,0.00,IMPORT 8.9MW
176,2022-01-08 08:00:00,9.79,0.07,0.00,9.72,0.00,0.00,0.00,0.00,0.00,IMPORT 9.7MW
177,2022-01-08 09:00:00,14.78,0.30,0.03,14.45,0.00,0.00,0.00,0.00,0.00,IMPORT 14.4MW
178,2022-01-08 10:00:00,11.57,0.49,0.13,10.95,0.00,0.00,0.00,0.00,0.00,IMPORT 11.0MW
179,2022-01-08 11:00:00,12.19,0.84,0.24,11.12,0.00,0.00,0.00,0.00,0.00,IMPORT 11.1MW
180,2022-01-08 12:00:00,12.39,1.01,0.30,11.08,0.00,0.00,0.00,0.00,0.00,IMPORT 11.1MW
181,2022-01-08 13:00:00,15.65,0.73,0.26,14.66,0.00,0.00,0.00,0.00,0.00,IMPORT 14.7MW
182,2022-01-08 14:00:00,14.35,0.62,0.13,13.60,0.00,0.00,0.00,0.00,0.00,IMPORT 13.6MW
183,2022-01-08 15:00:00,13.41,0.30,0.06,13.05,0.00,0.00,0.00,0.00,0.00,IMPORT 13.0MW
184,2022-01-08 16:00:00,10.24,0.07,0.01,10.15,0.00,0.00,0.00,0.00,0.00,IMPORT 10.1MW
185,2022-01-08 17:00:00,14.83,0.00,0.00,14.83,0.00,0.00,0.00,0.00,0.00,IMPORT 14.8MW
186,2022-01-08 18:00:00,10.45,0.00,0.02,10.42,0.00,0.00,0.00,0.00,0.00,IMPORT 10.4MW
187,2022-01-08 19:00:00,9.08,0.00,0.47,8.61,0.00,0.00,0.00,0.00,0.00,IMPORT 8.6MW
188,2022-01-08 20:00:00,9.11,0.00,1.14,7.97,0.00,0.00,0.00,0.00,0.00,IMPORT 8.0MW
189,2022-01-08 21:00:00,8.36,0.00,1.37,6.99,0.00,0.00,0.00,0.00,0.00,IMPORT 7.0MW
190,2022-01-08 22:00:00,10.91,0.00,1.31,9.60,0.00,0.00,0.00,0.00,0.00,IMPORT 9.6MW
191,2022-01-08 23:00:00,10.72,0.00,1.15,9.57,0.00,0.00,0.00,0.00,0.00,IMPORT 9.6MW
192,2022-01-09 00:00:00,7.08,0.00,1.11,5.97,0.00,0.00,0.00,0.00,0.00,IMPORT 6.0MW
193,2022-01-09 01:00:00,4.78,0.00,1.41,3.37,0.00,0.00,0.00,0.00,0.00,IMPORT 3.4MW
194,2022-01-09 02:00:00,4.30,0.00,2.24,2.06,0.00,0.00,0.00,0.00,0.00,IMPORT 2.1MW
195,2022-01-09 03:00:00,6.79,0.00,3.15,3.64,0.00,0.00,0.00,0.00,0.00,IMPORT 3.6MW
196,2022-01-09 04:00:00,6.66,0.00,3.41,3.25,0.00,0.00,0.00,0.00,0.00,IMPORT 3.3MW
197,2022-01-09 05:00:00,8.08,0.00,3.84,4.24,0.00,0.00,0.00,0.00,0.00,IMPORT 4.2MW
198,2022-01-09 06:00:00,7.33,0.00,4.08,3.25,0.00,0.00,0.00,0.00,0.00,IMPORT 3.3MW
199,2022-01-09 07:00:00,9.70,0.00,4.18,5.52,0.00,0.00,0.00,0.00,0.00,IMPORT 5.5MW
200,2022-01-09 08:00:00,10.92,0.10,4.18,6.63,0.00,0.00,0.00,0.00,0.00,IMPORT 6.6MW
201,2022-01-09 09:00:00,14.59,0.58,3.82,10.19,0.00,0.00,0.00,0.00,0.00,IMPORT 10.2MW
202,2022-01-09 10:00:00,9.05,1.01,3.60,4.44,0.00,0.00,0.00,0.00,0.00,IMPORT 4.4MW
203,2022-01-09 11:00:00,17.78,1.35,4.39,12.03,0.00,0.00,0.00,0.00,0.00,IMPORT 12.0MW
204,2022-01-09 12:00:00,18.28,1.35,5.82,11.11,0.00,0.00,0.00,0.00,0.00,IMPORT 11.1MW
205,2022-01-09 13:00:00,15.48,1.20,6.36,7.92,0.00,0.00,0.00,0.00,0.00,IMPORT 7.9MW
206,2022-01-09 14:00:00,14.25,0.96,5.41,7.89,0.00,0.00,0.00,0.00,0.00,IMPORT 7.9MW
207,2022-01-09 15:00:00,16.58,0.59,4.86,11.12,0.00,0.00,0.00,0.00,0.00,IMPORT 11.1MW
208,2022-01-09 16:00:00,14.19,0.14,6.47,7.57,0.00,0.00,0.00,0.00,0.00,IMPORT 7.6MW
209,2022-01-09 17:00:00,16.58,0.00,7.57,9.01,0.00,0.00,0.00,0.00,0.00,IMPORT 9.0MW
210,2022-01-09 18:00:00,11.38,0.00,7.27,4.11,0.00,0.00,0.00,0.00,0.00,IMPORT 4.1MW
211,2022-01-09 19:00:00,9.25,0.00,6.64,2.61,0.00,0.00,0.00,0.00,0.00,IMPORT 2.6MW
212,2022-01-09 20:00:00,9.91,0.00,6.71,3.20,0.00,0.00,0.00,0.00,0.00,IMPORT 3.2MW
213,2022-01-09 21:00:00,9.80,0.00,5.99,3.81,0.00,0.00,0.00,0.00,0.00,IMPORT 3.8MW
214,2022-01-09 22:00:00,9.21,0.00,5.97,3.24,0.00,0.00,0.00,0.00,0.00,IMPORT 3.2MW
215,2022-01-09 23:00:00,11.73,0.00,5.82,5.91,0.00,0.00,0.00,0.00,0.00,IMPORT 5.9MW
216,2022-01-10 00:00:00,6.47,0.00,5.39,1.08,0.00,0.00,0.00,0.00,0.00,IMPORT 1.1MW
217,2022-01-10 01:00:00,6.95,0.00,4.95,2.00,0.00,0.00,0.00,0.00,0.00,IMPORT 2.0MW
218,2022-01-10 02:00:00,5.96,0.00,4.32,1.63,0.00,0.00,0.00,0.00,0.00,IMPORT 1.6MW
219,2022-01-10 03:00:00,7.83,0.00,3.29,4.54,0.00,0.00,0.00,0.00,0.00,IMPORT 4.5MW
